,str0,int1,str2,str3,float4,float5,str6
15707,nZdpds,356,ovQqzyOP,XqjqOyQ,0.09365712175590135,0.24824930024298153,cvSRd
15708,WusrVVlYGLyvKin,707,shAwawDZOp,HxMJjxDFfMLNsEV,0.7357535693620305,0.1641979056200078,iOurgHNObiuBj
15709,TfxqiHtHwmbAs,932,TojFVAMtQKDQd,TveqcyNA,0.18325686897649407,0.8868319766629952,zoLXBUcoVZ
15710,NAwUqyOrGvkAupSb,597,xxGxIzglVcqetusgfy,OUVlnFYGsTIMvPqdKO,0.8905803997386181,0.6164373320395214,mpElyMSviqBPFsMaGY
15711,VLsvBWrXyKV,980,QHiyuPluD,FKbAJDnVy,0.09582166194675734,0.854629306005545,xETEMd
15712,vuppHMuRadBRwg,737,InktMDaiAhJPopTQhG,MISGT,0.9893195297809876,0.960699588977986,PLzjY
15713,CvWbThieqccbHRWqNkB,50,wViwWoBXzvhyIQUloc,lLVLKXxCyZqo,0.9822933417158778,0.2800376429925556,tLFMDTIeevFd
15714,nRhefS,900,ZGZkXCXKeMhZCvxLDI,JBENQMaOCqT,0.09541359769987223,0.12746386900255458,BWsEevfP
15715,KvHzuBoceujWD,925,lJAHebmGHprPMNuY,mxYaFWtw,0.801868635497269,0.2230308323016621,YFZEc
15716,Unjyyywd,959,beNLxNpDpOiKfrU,RtKVoAjObDUfcXBWei,0.23021000230373279,0.23234264302520313,EpdgfZUClpOOqz
15717,klXupMsdjtZpErsJiNtF,42,hmvgrujkvTKxVA,VIOOuxEBzaqSzGOz,0.0456358494361917,0.5044925141852672,TnwjmXNmmmKifOYUaR
15718,IjRMWBbyIgECmIf,405,TtCOry,vKhrAajPShZhbjlWMo,0.8933544355042939,0.9151676730683527,ADnNvUMydp
15719,zFEIJW,952,VACYPSXsShz,tWrBDVIMrHQCKWz,0.12334543932558273,0.1680362413302391,rYXKwtp
15720,fKbqYbBwi,975,qgtRQEmVG,iVbIzEbKfWMnLQ,0.8421497777996775,0.11930723407019728,YKdbyQDzX
15721,PdqDVMfIeeCcz,350,WdPnpVvAmaobiYBhXTs,NXGGpwxBhqNaRjyHVMGj,0.2677182418098111,0.517353931268112,PApALzJlaOr
15722,TiRQnIxtkHFCWUyoDQ,694,uLAPVRflRsFHfSiBEtC,FELatfmE,0.7284219036542875,0.9931133567065398,vGgBGj
15723,FXXSIfoJA,59,VQlBsnrzOqarVz,yEhRxYt,0.8307260028090083,0.8828450445651567,fQBusyfEGKdoMrrek
15724,WnRQuXROvght,284,byRSSgxPJEMifFBv,pJosdpsuZJpOJAyST,0.34381870314712604,0.9045189294313737,BJGArmHGm
15725,pvnlMUucqMitFfnL,464,MwQOLsWYWCufgF,phZnyOWhtgRN,0.2567659182812261,0.2095200091567886,CuqvAlfeZapHnlglKJd
15726,BMYHaXWGpCIGCJbzkd,507,jgmkgrMXaBUgfQgv,RCUlUSqZXmUkWzRgwZ,0.3224292543997781,0.14796717349656396,jeqpbMmxpnr
15727,GGcfgKKSrMskjsylh,517,xMXAZyktkjyYwWJdkC,BSEtRXZWMZWMivTmFEKo,0.19492070298958852,0.48993516549177873,QkQSRkniCcPuUxAs
15728,chLJTnhXSmKt,413,IBrZhXNVJoYq,DKzlglPMyoBnCySsh,0.21238075711649296,0.0796555533934884,oojJdMrQXv
15729,oRxkZYSdSzw,619,BfuuTKgSNbpHd,zbjSwGEknPrvWubsCi,0.7326922962162993,0.20739280956787187,nbpSgNDaNdNx
15730,lyyBiDGfenJoE,900,YuaNbQvepdJa,kXyefbUnQkLv,0.41828003907649924,0.8045422433692274,PNhrYPKxkeuBzM
15731,amtshSwP,427,BfVATBmgAQqAQLEoO,NOrSiukrKQo,0.048565289066963335,0.6664812634576687,NzZtzhxNoHstEobaafXu
15732,HpkeODlsEjxu,314,dkSMOUGXzBdeSmjcVoO,eQXtEj,0.5642124645142406,0.7976849741628439,vzPCQaYAM
15733,uZaHekDQkaSLT,710,tmxZmGZkijoiHjWaf,GSpljPV,0.09419375696968812,0.3123198274643725,nzWCcgJUbFHy
15734,gPbkHHuNmdEM,51,cSFbPZaB,HPwKDvMUCLq,0.9866516267169951,0.7427704339333973,FlmDRSiHIpTwdkSavJ
15735,YHKsIUgUQlf,988,XvfEylKTZiyMnz,yYqOaicWoNlrk,0.7141651369478907,0.5671754538504833,GoYXoqFQVzbOLgJsZo
15736,EzandHdmKHQvxzcfAoc,142,hqxykYu,CMmthHckNPauRUfTn,0.37424251289410193,0.9190465019849618,vNpGRNR
15737,vmxMwvvBxHe,607,oENfySrjG,veIwRVNMycCZz,0.2162765886314305,0.813784536394692,lxKbwFppESMBiBe
15738,HUmeV,447,nOtELQZIErTiAhwXyCHT,vvSZXDO,0.2676632298966687,0.5120725814748653,EjhxjCG
15739,BWuTjewRLibMuquZU,208,yuGvNMVfCjTJyMX,wMHdKgcNttawAu,0.5808025866055817,0.7037609949589037,jcXwZKUvgwLVcRyUWMoK
15740,XLeVj,619,zMHXhRGcP,BtRJkHRubCFtrXtOeEoK,0.06532458893097304,0.961433368051985,VakJJbdpanqiY
15741,NnQvxVgIAJWswM,660,OTOEIamz,uhsFyiLsahLQEXSPpl,0.5837462340159948,0.06063431098812688,vpWUVVLUFE
15742,nczhYlRs,24,jNLqFeTMtce,EHrvLrIyDutpDwg,0.9779222609937226,0.3065741852979733,LDthxKJojl
15743,GVdabVRbFX,433,sPkMdqpSK,WNLUzHUocU,0.5988057311346783,0.9237838256598075,gewgTOgbCYmHbAZuARWR
15744,dMlfgSN,142,yFhjfOwkLMIKdPwN,OhuAPGVOkN,0.8495431118901114,0.9293188438775137,GATrZGiT
15745,ODEDEQwbQ,199,CUDugjBdpUzNOl,SGkTi,0.1419549240153546,0.9354649854674693,DLliCFTDm
15746,dZCIKgScUnwOmon,852,JgarMoPosLXAyjexh,gCiKowdwFBKMq,0.32719364590801014,0.5247823894595971,GmCZjHbFmrUOLwlitFv
15747,dBahtOceubrkNFJcjq,537,FwBjqGtln,YhcTdZVHPZMt,0.3915402506572665,0.7349656920013166,rMCKAvbbXazigjLd
15748,VLWTXZGgoJ,41,ifKftItDDoGUJfgynez,fjrAvPWjR,0.14714033476577393,0.17639709784450985,TyqEozcVhgKMWkUGjS
15749,tVqUVDcTvRvkSiuzjbU,895,fYFLExJnuidhZtMbJjSH,TWuCOVtAwwquTKQjz,0.00043427549798491505,0.10487895289129434,rZRlnP
15750,GrpRAq,946,PYLzyOdIjo,xTWWgRPgBahiPf,0.6229329055274467,0.7427240434130686,lyyppKYazxibln
15751,CmqfzTkywOhIuiMmZd,124,cuRaeeiQmnJ,JOiVvTqyLDer,0.7216979448517511,0.47909399730167845,CWtnyyaoNKVF
15752,NyTkQIsV,84,NnxfomoPjNytntB,yTyoKHdRKj,0.7010144694136357,0.39401376280801104,gBwnGUv
15753,aigMRGnCjfLgSLpIrQd,93,PlRqnxeYDfLnX,YQvVgTNqXoLEFGlHoE,0.25596850757579925,0.1786715923735146,UgqFbWz
15754,hRlPlScKrXFn,292,MoogarOo,UqODnwjeKdY,0.9868942115665101,0.8654508215958195,BIjWE
15755,BSCMhVLVTUbwf,568,gtYALBOHLkId,ZYUrvRrSmfwyVX,0.7249763156268678,0.24742795780052718,nBzHjSdsqXnhInUdmpz
15756,WxGsDfLFVExjXmq,233,WhCsroLEevFfuO,eHtbP,0.705704926253228,0.9407636972003397,AYjgqzfUnNrjDUa
15757,kEvtRJuBdBmvVXcTZS,703,WQRugsuFtQbp,HPZKkNHKuGyTvwDscEdB,0.8953557174020355,0.2345436696975386,ERWwZTtL
15758,kZBNErEm,949,ecGOLbsuLXYGJ,aSbYHuPSPUmbY,0.17927912134387747,0.8195984862482689,iGUcxam
15759,GKTvdWNXWrz,349,RLJmkNCaoGaLvWnPaXuO,OMngCv,0.6278682954488668,0.5627943184344131,pJqUdAinZJVjmRosHaXd
15760,gJYDQIhB,345,VbewfsKAgpS,ZjeYIjnbxvcnjptCuSi,0.3952745678403393,0.6802311793415826,eSNjeBdmgkthhmjGvoL
15761,IySRHVNRKuHRdRA,594,dlzDXYjQTZTnK,OMQAaImhVbvicV,0.8089229349735296,0.7473849568337956,yjTxYWwwAylpZ
15762,ODmhxQlfBrz,368,CmbRWoEhcU,LfsdTzKtcHMIHuRjGI,0.7194960921694805,0.34894932015268465,UcdxjzzJnmWqswb
15763,ABVctU,638,IYkhnL,EbFNPqPeggwtdq,0.40802593536732645,0.3275937419079106,JXfikVYe
15764,tSZrKJV,834,qCEFbjEoVbdWVkzlDv,KYOELcbHBdTi,0.8056024775840009,0.4079513102244283,DvTtS
15765,wVbbzAuTPVaEAKCxAle,729,ojBEOuVbUatINbogY,zGKKHfUtiuGFTJr,0.341301328168781,0.613346937437013,dKqoviKSrVTK
15766,aVhSsoTft,499,iToQaCIXjalt,zflkwLTFJnnzHJJdM,0.06895043614923235,0.9478017994454938,zPLUpvx
15767,OBFQgRxMveiHRwPGxCg,401,cPaUvHC,WcuTvrCvK,0.9103285076379578,0.177119597208235,MiNuRBNhqmpzEDybWtkk
15768,DROuPeOMokK,252,MGnWDkQAcAcCdxldDdva,DxzsyvTNCBbF,0.01740301598418892,0.42256903098518406,qLrAWHqrfPKqPfBQgy
15769,tjIzgwHEHiuQRJ,388,juKFGZAkoJXqcbwajG,FztSlz,0.25324821168647216,0.867571414257481,vVAWsALFv
15770,ufPvnmMvieR,635,kaIlIiPMeu,RNRNHYQxU,0.06000300316693208,0.5314380790531306,LAcyehkAGVxKANxHi
15771,jynnXedksNrX,221,BzmWIUikkITMB,gggDWRNhnTSNcIMcumB,0.8187618048254998,0.7879873833528406,DTuSodSKwX
15772,ymrBSeUOklxeqLSmnW,173,JJfZmrdHdkcPGiQny,SqTXCbMGDWmB,0.5593695647977412,0.17448394594037697,QHunwa
15773,gOEFAvmvfDVrejvaIyo,62,YoPUdXCIvgVTsGYS,YZrqIoUEWLIXEx,0.5616232563941393,0.24582155162900587,GZfPJgrjwMaOmhND
15774,iSDWoCKRXBiP,590,KjBklear,kPFkQwP,0.9484054368371774,0.6350856760310075,GszYdUP
15775,dgdRyjVkMapSdS,31,wMBCrK,vjtcXiXuCmIPUMWhFdkN,0.7307730299524324,0.3247978220276828,JmoFbtTIc
15776,PFpqVnUSGtvXBWgP,678,DJKPzrPKJct,dVdzocSG,0.5666495085108564,0.7848812285533161,zSqnRLaoQbVUOPGH
15777,FqyxJZiMnotszIdCCY,333,wWFyNpPay,vLyMOWYOh,0.5300239512026771,0.06802312893462548,hzJCYAyuGZFqmYbID
15778,TwNQzQObcvfsNa,965,ckWwF,DQpvHfjFXle,0.36809398540978144,0.5366340128855811,tssqtifTGCuqy
15779,OYiOJLkxDfehgozFbjGL,862,AwDtQBzxTbfaGhvLjq,adxNoWgXa,0.3990519392480443,0.6950985397235993,mhYyDvTJciFafQja
15780,LDLQLStCowTJrEBt,277,ThTxAVqJDIHe,nWeQW,0.06351072496554089,0.2342271472883961,xZtjLJVYyLcGTEtfaW
15781,VqRJPYelbOmfAqsZY,474,WeirkXHkxkZNb,QASxcoFIeXxLnupL,0.7382068554456864,0.42604512593202226,ZjyASlnqyJ
15782,NRAEzVv,956,yFPLJMlqIsrWt,AboirfzvHvCySqGLknHK,0.17290882985043377,0.7355147663585726,JrTmezKK
15783,CJFPhQbG,660,MyfmMppjZtYdvPqWqMN,JCfbOnYmlrbgQOpi,0.2378657396303394,0.4769464392075752,phTVSjdRYuuvcMe
15784,wdjiQBoJGANVfcsmgf,706,eaOhtxEFbEurqAprV,RFMGkjyzK,0.8559494945994734,0.6991273369320153,xViURDFfThYoSnTTdPM
15785,OaCsrNLDFBHyb,753,AKbcMemHRhqW,qQTNVKBHDKWjddV,0.9402956675824905,0.7739748958874043,uECUVKGluOwzLF
15786,uumNlvrTSyLvqEhRYZbw,835,TlZCIRKZPoTp,nVRESknRbKokIfaIK,0.6290590767863518,0.6365485696624437,oegJerkvEYTkpxfNN
15787,gtUQF,29,pwIFbdKxDErAJVqhA,ZvebDUdetIMrfjEzmNMZ,0.8821773615004038,0.9726053491392816,ABhMsbVBLZxR
15788,YfRDYzQfnNZMdVvQ,992,QsbMPfw,TqDQEicztEzYvl,0.667562192403681,0.8337016870367651,yIIxCeMDcuBPszvtGzm
15789,oGHVdBN,599,rXthbFDcRRbNwidy,FAbEGYCgGPKpTtzDNb,0.7162089365188935,0.8647274127824612,KhgZPh
15790,GfsULHFB,274,IgTxH,WOIbOCZCt,0.7733807306911908,0.007130089800784223,MddbWFhEh
15791,zhntdmO,717,WVLZqYPkHKazHHGI,saFUlApubYFYLA,0.7578765023276277,0.5991011811482648,wvxXfnyIdApbqO
15792,BwVFWcwGNpGRyjEwtH,792,wXJQbbWerPNGIwiivhb,mTzHHONmgzEZYXtUnjw,0.9411338446542046,0.3653482380585801,PBLScSSIsQSIm
15793,iFriPmoPNXTZq,963,LuTACiFcnVLOEaTzJoP,QyfjMnmHoDTD,0.26683339364482417,0.43247602566364396,DDBsyDK
15794,NYozBenX,403,GixLdOVqsQJxWXoQg,oLOQuaWAUBOaL,0.4210972082640164,0.7066745502305417,cChZdHqDRgkorJwVpNiB
15795,WsOEQwmrSftmgqVPKEC,0,fYUjWs,FngamWo,0.020812251253658154,0.7831569763419425,CMSSCtObnxH
15796,oEnNUAFPNOhuGgk,682,lrMzp,EFzmsGpDHXzg,0.04193965104502939,0.19485583989624777,ITPYvmWSuoNFxs
15797,OhZowesrsogHO,324,qdiMZCwYfDVpkxXFuYjH,DXvibdKBJAaVhnLuIS,0.2744637377695711,0.7844445514157189,UGExWfrfW
15798,dbqSfNKKUjwfk,891,DSZqOUeyQUVwbkRUoIS,QfAnRKTUUZfx,0.581213402405479,0.06364097930820845,KgxWNmGNDzmfkZHzJDiK
15799,kMrzPutNIQufPHDcMirN,946,JykMFcJqRtd,jxsTE,0.8521644556403369,0.23136514520022788,EMXnlQvsbyQqVwHt
15800,FWBdAyaCx,830,pPLSfsNekWO,XPdnY,0.2620973244151288,0.9286684401031534,PsjyUT
15801,vmxvyAGPv,168,AbNCu,lfpbzdIStmgPKlXjNKQj,0.24669313854212693,0.16952464990409466,mHRFqxFPJvjgUV
15802,TfuAuHdPZpAbqroCZov,283,iJVGBOvLygWRMbssOv,MBGnzyDHGdwEmc,0.0737844491593479,0.9759972182116923,cojzAfnMuElWUWuZ
15803,gtJlHjjGR,452,xiFNUIAxODbshggQMJ,ZlFrSWuHp,0.32550394253956594,0.1171328836902592,boAkXsqXKBWvGRtPZD
15804,KKjcynp,129,qRciIbeddWlwHB,SZmhRyqgQcbWdlidN,0.4737530579142728,0.2774516799690623,iXkUYtPWn
15805,TGiMZiVNJzAdNMTr,354,bJGNkIPbVIk,KpplNkApootrZnLHZgdz,0.2204039195517854,0.1792724597900075,FKFVMi
15806,VovamUqDJLnsXb,70,ZkLEsjeqMD,dfEDNKlUakYGCIvrhnlg,0.9701725510551857,0.20091131677359375,CUHNvBHsvgIqhpKjv
15807,RpEqAap,590,mBoWdwKMMgZhbOg,tNLYpwkFypTJZiYB,0.6967254193105549,0.7981552497358908,byEihuJmBewNPNUqlQ
15808,smgWzGgciag,995,TXAwdvlxulbLMrWEo,uIurdQbKWnZ,0.5481038349506412,0.45922171293283,oWEXlboQzenMIbbPac
15809,GcJtslnCNXfavifwKItj,853,eUHfYzNPbp,kdCagkhShdbsrOGNs,0.2685944861068045,0.7128221922498249,paAwPxUTI
15810,mPcJVEGttuPLSeJ,821,iqaUfUtG,lEELfiRNE,0.8271389462031002,0.6253698904046566,FiEel
15811,gEOXZySOvAswUQ,574,YUMkxhpMYUTqoKCXC,LpOHypqUoDGflgg,0.908091344096538,0.6505480334676162,npZAKIQRGuCZqvO
15812,RRbIxYJFUhhOfXf,347,OFowG,BGPRmrhb,0.1215675920774929,0.3612988547193474,ytLDqffhUCMD
15813,QMWYECHjuiO,218,zdRoeQdc,tzNUnRTg,0.4825902429055202,0.8833803918361505,dlcXIwKJfIyifQKvMufO
15814,KihoNFDjabSRuuhCDTLA,732,KTYxx,zuvSGTTJ,0.3230364819486711,0.0035288320727426825,BJouwfYRgDLTScBb
15815,ZiJYKF,30,FhnfCkoRQ,ahHYpNcpYfToxdxPLJC,0.4118658441008688,0.9164936008821766,CFRNhNIsVyGHljqtqFQS
15816,SdVEGRxqmauibbsbT,378,PuCHAXZNhgcKEhRzil,QIYCybOuGRFIkCJIg,0.005830994945748236,0.4360917615882113,wkWKFPFJlbxIq
15817,vxrZwJKxuEMgMjU,582,kflWPopJhfSiNkuxXjA,jsOBwNaEiyYaodCLznHp,0.7355427440913256,0.42383560985971336,gnTaJVCDprsq
15818,TcDlKdSOHMqm,117,WEjaTGGUXbRRGjcHms,YaZdxNUYrUiIeMFUCSK,0.6431856753723247,0.08375070554489927,QfRNvAPrQkZbOL
15819,BTswju,347,ykkWvZuRpACFZtDQY,GitVGspwBr,0.9130624632570888,0.9354988360055093,qNyAMxeO
15820,PTaGOEohohLCmSB,322,bKPnDrXZSzeBl,ZCYVmR,0.992578313163755,0.7548128547697069,eMAhQrP
15821,aVrhBlGQIEHuBRE,716,jYgKdhlUGCmBh,WvZmj,0.025570807281245833,0.789770046727692,pXeqbXWD
15822,ulbQGVfCcr,521,ljhkEIJxnYtaKLcx,yFVpNoybUgzIBnWeR,0.05613317200586787,0.34488663420476495,IZsJiZnA
15823,pcjStlWVTCA,270,teHDmPAESTpMfIZ,qNCnbfToMAyNsqGVv,0.8286274486076656,0.3240942924889877,UkegWerquxxoiBGp
15824,iDcbcblfwkPFMtWUkAgw,720,OqRNMqrvCbxqMso,MTIJIXQwjFKzC,0.6481123036497104,0.4031310841227286,JfFlWcjkFmAzKzXy
15825,uSHJr,156,WZQllSlyUYTPHk,EysvTrsNKLHrOrsX,0.6487751054954927,0.27436573532949704,TlzOemqVQseJsTbOs
15826,iluZei,601,sULhL,RyCylPluTtv,0.7298742816449801,0.5107816692505749,uxncMn
15827,EFiWDwJGkFxkWy,980,NMxOBkvpsHX,GBFEYqBdif,0.797989858348843,0.5869696549656002,nmbwg
15828,QKKIADEYAyKFXyDj,521,NKyixvTxCv,WlGDyEQ,0.5384681929655695,0.19620152941813318,MgqitGMz
15829,OWuhltmSfzvue,984,RaBPhhRJTmrHbpoty,ZEHYDOXoCgPNnSE,0.2161622047515881,0.7063632756704293,uajfLISyuiJVyR
15830,ZRoFHPyAoHM,280,SodAxioVe,SeZrMw,0.13341120887807079,0.692887475414964,TmYKsIInYy
15831,MhGWbriQYfkR,428,htKYgHNHGCxmWuJwBGh,ZTUldpCmRBWa,0.10999647831805814,0.7062808785766637,THjAUMSPQwluQ
15832,NUBagw,844,tQAeDrWhh,sFbWOScGHPyMaV,0.9459793561870443,0.5718293136559821,ruBmz
15833,JSRBzlMxFpyRJzkRr,165,CNRkpnaereKFmlpdXcQK,ejAgcqAJHXWdiFXeaSg,0.2322572649992155,0.3718224432278645,hmWsclbuSbQKpUOFx
15834,OkhLDwms,261,yfCOyu,AucxtYczLTKzBi,0.2234008554376008,0.7193787150928797,UqgAryTaKc
15835,YAVlYRxYhmJD,353,mpZbw,AVtCzCkBix,0.7276677437585538,0.33642242708820125,rDGDbrBcC
15836,UdtrtjORDqOP,241,ycnNghRIhDJu,qibpYYNQEXAYGQpDV,0.13544026615529503,0.9162499067240625,OfgbsTvNkQ
15837,IgBriqBlJAyhl,770,CPFYAahJYlUoplfRYcA,UNdkIuTOSNxnHskhOCZ,0.4142020748049908,0.5080695213023466,uoVtWtAXhTIagfZUWn
15838,swmYoYVDCIDITTDO,865,SiKTDRnyFywPRELp,mwEXAQUf,0.44996929507674654,0.5522075410701538,baiBrmMvlxrLtoi
15839,DETqH,619,aqAFIds,XdSmAWGlKGzevBsiKLvK,0.8822288227259508,0.4155748858218946,sJfELMRreEmIVqxqmrE
15840,qgfEJvZ,586,XigMeYIIdzbCMrSVj,ADJFXNbepvKnTp,0.0615066809588104,0.3135795346954223,CmzfWybh
15841,bAZrjG,640,ZQuctgrvlSAkQYQu,lSrNoHAzLHJqxGO,0.8782032777106028,0.7968632473277811,waDZWu
15842,OIkAdXW,852,glLrg,diSsHfqgmVABfscKqfU,0.4123318640001644,0.5855706740104707,RfzPqAYXvrUDf
15843,myfcIDR,553,rTEnFRFNIGGdz,KcluSKNIUYFLFUGdZfhy,0.26862678142806984,0.824481386633436,TUMCVWOPxGo
15844,phKWJpVuNIhvHcYk,831,kmArJYhjupun,UNXGlYDklUoHXZn,0.5657991705025303,0.20870880487305754,NhswKPQRgfD
15845,EiPURzXlysVLIDwZ,261,gBYzfkYDJATb,wiZZNjri,0.1530084661758031,0.996188190638157,iztwcMwPtfZQsxtmhs
15846,ORCyXKagS,604,MqnZFKSTRlQ,rprwvhX,0.396708289256004,0.4606404471406421,LOjkjuE
15847,lMJaxbtn,846,kxlZTGGKHfqVqOtqKBy,OwwJplEafQDRgALPp,0.7747914578032938,0.9525923373098534,lbyXosNh
15848,OupWMGDSgrNntIsH,762,SZDWBy,dpjjx,0.627826192894705,0.056141164515585484,ciMcbPDYsuZLxTUyYtLy
15849,wdMvkZlCYcFH,553,EnZzrLHV,BUiGGhidvWqH,0.1122479375609079,0.06325167149342392,flbSZFBzxeaBMTcIZHb
15850,FaxQDVRsFoXSqK,354,ZyhOYasQKNAH,nQpRpUdXN,0.3052371955083727,0.4635590070856713,jfkwoghCnYwJSUbOmC
15851,OPEYXXDNCDGRbaBk,632,yrykkg,AIKBpPvqpnz,0.6615097004938806,0.8023825952746387,KiQUGJhmsJKHEGCZy
15852,BdDBC,966,ueCtWWOvIB,ZFguPjalSHvReZCTu,0.4332672792420619,0.9741260945052466,NNnQqGpyjAEIBElE
15853,pKMCvdUWHotx,712,RrRXRO,xrwYU,0.09083636937075057,0.36142998875793764,QfflGYtu
15854,jfXddwVrlCiepZKrsR,424,ALZzAukebJVrgiRujzV,SeTTh,0.5852299508948986,0.531943960271736,pbKoCi
15855,mVwSsYNOARsYAiAcZSE,664,PSqJzn,avtzsFutLvsCtGnUkGqa,0.05865812633065215,0.47218490182823014,IToGWoEZbfYL
15856,tjdbPfda,715,thlOftroNRudSsEXLW,CiZTvOhPPlrLzeoq,0.4212712937739356,0.6868750943107259,yBVyQxdFgc
15857,jtEIHpQNiui,872,IrRCRIBDQfIoysGmL,sAIgMBC,0.9545434364115968,0.1489876167101909,zmjlIOYlcMpT
15858,gRpYdNUJJhaPtXzjgY,828,zHSFluZEAYFZtUsJsK,VKRnvQEGJ,0.3084766413339167,0.05832489828153009,GoDmqjRVPiQebFEfOM
15859,TpHuOEiVZWypECV,202,yZOnzDsaaiQRmrw,sjNbzuN,0.6951785107184824,0.5898511384923628,feZPPsloyYH
15860,lmYpsYlTNTqiNl,607,ATicGP,hkFdGHNvcsAQut,0.2874334247380129,0.05811003459577757,JrJFpYQtOANTPm
15861,UiGMxkttrZieDvcB,335,gKHDYnR,EwpuzKgR,0.8327404443381957,0.9318199329479131,acjpRKTZks
15862,MYyiDJMtuJmxeedVLHCc,814,zXvBHwRPAmPjray,ZljVlQgoIchkE,0.0017245517071717842,0.005138339270809755,sLUshZMwixhmDIprjHf
15863,xCZfLIpczF,392,KspgiKBoccC,AoFwFh,0.753708230005514,0.89679700298612,HmPNrdZV
15864,BogOZYnwFkDErgy,583,NIZlbfu,PkVtCmDeFhcCXqduP,0.22312056820730464,0.5554521334168029,txSJJWhAcaeLORZPaHx
15865,uHLtAsV,156,LSrwKWQHnQjBxHkHZ,PDChSTjbZaaqZgmEm,0.25380928922375445,0.5891021358997129,AljUUqDOPfgrKucxosTS
15866,EnGSMg,408,gqFGmBEBsZA,rtrOxkRftnK,0.9323647642623691,0.3096494343715773,DVXxIUusbZDzFKBKUz
15867,qveEC,283,jFVxzRiqeFVEwxiloSA,cHGqaUXSQAagQDBP,0.6868455323791725,0.19749451135195573,OrWDPwFUnuiHDuFoj
15868,uzOnKEpFXalJDAnpmBq,142,QCLADkWhHY,OKpWSduvXq,0.4146939582190935,0.17607345997414592,VZzsqdjyFQjBPILxHprf
15869,IbUJWKkyUatuPZzjU,298,IWeVCJIiGhdmJDqT,PUdyOXz,0.26318929287860204,0.7354309609720363,DZtFECXzbRQuFmdSf
15870,fTZGUOlDoGinZz,775,WJyjQb,oNoFKb,0.3891375171677477,0.9811784319214155,MhmBIDtzcmCzzgEJ
15871,OFTSXKGPQwENCz,130,YccskDLAkeObj,mzRDFpJHISVuucah,0.03877145183908448,0.6800243898273259,kPUhmsFqEJzvLKEh
15872,ETacsqlV,135,xjwEKH,rCxWOHY,0.7939803460317886,0.6623713693136346,JYqlQbimdjMfe
15873,bdiabSxMfge,843,STBelp,JmnYzHneG,0.6362745094759917,0.27306238788341264,RmCISmgCmGFEWYs
15874,VKKfpsbgYAVTMHuQ,619,VFNty,hxRkFJBZDHNqbJ,0.985353146930807,0.6546187943368152,sIEggffDbNRLKBYWWjb
15875,lphvByUorAHox,253,eHjVFm,MzNxDiWW,0.694857547457019,0.7587357778374769,AYQoPcPp
15876,YrJjndnZIsLiZdmp,601,qjPbpAINsMeImcXDF,RAyWBLNI,0.709803034625806,0.100227135100174,txnywPLVCYPMqR
15877,kZapNIXVa,64,jyEmpy,EhKesnU,0.2073390226022347,0.9105382789278738,nxUfpOcpz
15878,ZDfUJAzO,150,cSexWp,LcNiASckzJhItzLuSpH,0.9553201942193664,0.9716666679029933,naLZG
15879,GgDjxidPpiDnJyoZgX,719,PwbzfzCAxZLCIxnRKPMB,zlpjCGpSMHDmuytd,0.597082543459252,0.046915961163385034,kuZucSDJ
15880,ZolWIiyiOvLPadmB,962,yCmgwwcGNLpJbiJti,YPZBCFCu,0.9171593399586841,0.6253785023686652,kxeTWHUDjDbK
15881,AAJwOzmITWIxmtHmQF,335,nrMOkUByUzlApfASCdo,SPzXuaVBpkAAcu,0.24057751939632444,0.8244094687856727,JEnioJusLZS
15882,OhIvUVvYVUdzfweDi,33,TTalE,ScNxmRd,0.61244711321398,0.7653301443716474,YISDPrQdTlmp
15883,XJKYPpQi,648,fQpUncQN,xjbnfphCflzPKVFdGUe,0.5274857234804231,0.789707470010012,mpkTlUhJd
15884,atCCItwbIouExRrdJIzn,541,DnQkqTB,MtGelrtccNeYU,0.8720243672094596,0.8840998974139622,cuCRjs
15885,RkuZu,902,wtGwYfoSJKgDeXyPFL,RnCJoWCw,0.2181880206161274,0.44097091467444416,kVvUtagat
15886,QmtTAdKhzMWnRkTHb,314,TZYkt,fYlRRIuFJZkY,0.9883380157299243,0.2937760811280635,kUyNGWrtafdRZiHQUI
15887,KsiXCSDsWrJLW,291,SxwyTJkWbvJ,rvbdGMECcXpCJueWFETD,0.34294763372187176,0.9287091562995514,UYipCqAVmyXzeGW
15888,SqGEotNbtMZDey,810,NsoEhaW,RmQrEk,0.03965498787160071,0.8086786375433913,qVyVvFYJvLQRhcKCew
15889,pbqhvdQDR,531,IZzsswRoskrdchFMPNg,XDDsQEXHelxl,0.8486905816732816,0.484728013009026,EIZhIAPhrDFONpHDXH
15890,hLtPIExIitY,910,YRNtZU,lDDWYuTJsFvllu,0.5654196864400387,0.9982565621542682,MjmDBYbuKWUAMdlRyxhB
15891,gEqGi,492,FqgFbkvIghbZMqXtOvOt,FqDOsKm,0.24624633049262934,0.161515683751718,ScVDBstUpaJpMgU
15892,HOTXZhITeQr,183,CgSUheFGlKncLjKeuUw,pqEWJVkxVRQwotfMjC,0.11269972248474847,0.7944927914944092,mXxwNzdDtdOoHqfjwzc
15893,vKJuAtJlu,675,xMRhc,YilEq,0.23206313081840246,0.01657758136509846,xmMrJHx
15894,RPguiGXHmEAQGYuCXUDc,647,ezLjAF,lWXmnA,0.42789132350755976,0.8367597358753286,emPHZYfWUIvdkXUgv
